between Heaven and Earth goes the path of the Moon,	imbi Menel Cemenyë menë Ráno tië 
the wood-spirits came thither,	i·oromandi tanna lendë 
the horses are swift,	i rokkor rindi 
in the moon gleaming,	isilmë ilcalassë 
in the moon falling,	isilmë lantalassë 
in the moon waning,	isilmë pícalassë 
I can speak I know how to speak,	istan quetë 
if you ask me I shall come,	?it itē] kestallen tuluvanye 
in that case I shan’t come (something will prevent me),	itas la tuluvanyë 
in that case I won’t come,	itas vá tuluvanyë 
the mast of the ship,	i tyulma ciryava 
the house of him Olwe,	köarya Olwe 
I don’t wish to I don’t agree,	lá asanyë 
not to do (in this case) what you judge good (would be) unwise,	lá carita i hamil mára alasaila ná 
not doing this may be prove unwise,	lá caritas alasaila cé nauva 
not doing this would be (I think) unwise,	lá caritas navin alasaila ná 
creatures that cannot do not (by nature) see,	laceníte cuimar 
language of the Eldar,	lambe Eldaiva 
language from the Eldar,	lambe Eldaron 
Language of the Valar,	Lambë Valarinwa 
I do not advise you to do so (lit.) I don’t judge your doing (it) good,	la navin caritalyas mára 
while the thrones of the Valar endure,	lan i Valaron arcanwar tauvar 
he came (to a point) beyond the river,	lendes lann’ i sír 
he came (to a point) far beyond the river,	lendes pallan(na) i sír 
thither came little Niéle,	lendë tanna Nieliccilis 
I can speak I am free to speak,	lertan quetë 
from (by agency of) Manwe,	lo Manwë 
the white people of the shores of Elfland,	losselië telerinwa 
shall we make war,	ma caruvalwë ohta 
wield both hands alike,	mahtanë yúyo má véla 
but deliver us from evil: Amen,	mal ámë etelehta ulcullo: násië 
What is the ‘coimas’ of the Eldar?,	mana i coimas Eldaron? 
What is the ‘coimas’ of the Eldar?,	mana i·coimas in·Eldaron? 
Who shall see a white ship?,	^man cenuva fána cirya? 
Who shall see the clouds gather?,	man cenuva lumbor ahosta? 
Who shall see the last evening?,	man cenuva métim’ andúnë? 
How did the language of the Elves change?,	manen lambë Quendion ahanyë 
Who shall hear the wind roaring?,	man hlaruva rávëa súrë? 
Who shall heed a white ship?,	man tiruva fána cirya? 
Who shall heed a broken ship?,	man tiruva rácina cirya? 
asked Elendil,	maquente Elendil 
it is good,	mára ná 
good to you = like,	mára tyen 
will Varda now refill the cup for me?,	ma Varda enquantuva i yulma nin sí 
I love him but not him (the other),	melin sé apa lanyë hé 
I love him but not him (the other),	melinyes apa la hé 
the heavens bending,	menel acúna 
Cornflower of Idril from Gondolin,	Menelluin Írildeo Ondolindello 
I arrive[d] here,	mennen sís 
I hope that you have happiness before you pass from the world,	merin sa haryalyë alassë nó vanyalyë Ambarello 
leave the last shore,	métima hrestallo círa 
in the last morning,	métim’ auressë 
of the sweat mead in lofty halls,	mi oromardi lissë miruvóreva 
of sweet nectar in the high-halls,	lissë miruvóreva mí oromardi 
hallowed be thy name,	na airë esselya 
thy will be done,	na carë indómelya 
slain by Túrin,	nahtana ló Turin 
may your (sg.) child be blessed throughout his her life,	nai amanya onnalya ter coivierya 
may your (pl.) child be light-fated throughout his her life,	nai calambar onnalda ter coivierya 
may two stars shine upon the day of your wedding,	nai elen atta siluvat aurenna veryanwesto 
may a star shine upon you,	nai elen siluva lyenna 
may a star shine upon your book-fair my friend,	nai elen siluva parma-restalyanna meldonya 
maybe even thou shalt find it. farewell!,	nai elyë hiruva. namárië! 
be-it-that even you will find [it]. farewell!,	nai elyë hiruva. namárië!² 
God bless you,	nai Eru tye mánata 
it may well chance for me to find it,	nai hirinyes 
may (a) golden light fall on your book at the times of your reading,	nai laurë lantuva parmastanna lúmissen tengwiesto 
it may well chance for me to find it,	nai nin híres 
in the keeping of those who sit upon thrones of the West,	nai tiruvantes i hárar mahalmassen mi Númen 
farewell! maybe thou shalt find Valimar,	namárië! nai hiruvalyë Valimar 
farewell! be-it-that you will find Valimar,	namárië! nai hiruvalyë Valimar² 
Statute of Finwë and Míriel,	Namna Finwë Míriello 
were ambidextrous as mortals say,	náner ataformaitë ve fírimor quetir 
they are (indeed = truly),	nár (naitië) 
I like it,	nas mára nin 
The Natures and Visible Shapes of the Valar and Maiar,	Nasser ar Cenime Cantar Valaron ar Maiaron 
he will try to come,	nauva túlë 
air-breathing animals,	nefíti kuimar 
he was a horse strong swift at running,	nésë nórima rocco 
the white rocks snarling,	ninqui carcar yarra 
Ingoldo’s History of the Noldor,	Noldo-quentasta Ingoldova 
he ran quickly,	nornë lintië 
he ran as quickly as he could (lit.) he ran with his speed,	nornë lintieryanen 
tripping lightly whirling lightly,	norolinda pirucendëa 
under ruined skies,	nu fanyarë rúcina 
The One’s perpetual production,	Oiencarmë Eruo 
in the song of her voice holy and queenly,	ómaryo airetári-lírinen 
in [by means of] her voice’s song of the holy-queen,	ómaryo lírinen airetário 
by the song of the voice of the holy queen,	lírinen ómo i·aire táríva 
on the dark rocks,	ondolissë mornë 
Enquiry into the Place-names of Gondor,	Ondonórë Nómesseron Minasurië 
but deliver us always from all dangers,	ono alyë eterúna me illumë ilya raxellor 
I rode a horse,	onortanen rocco 
it warns me,	ora nin 
I feel an urge wish desire to do it,	orë nin caritas 
I would like   feel moved to do so but judge it unwise,	orë nin caritas nó namin alasaila 
my heart is saying to me,	órenya quéta nin 
my heart tells me,	órenya quetë nin 
an Orome horn,	Orome róma 
we fly to thy patronage O holy Mother of God,	ortírielyanna rucimmë Aina Eruontari 
I am learning by means of a book,	paranye parmanen 
I have learnt by means of a book,	apárien parmanen 
I can speak I am able to speak,	polin quetë 
History of the Places of Arda,	Quentalë Ardanómion 
I said: you come happily (for me),	quenten tulil márië nin 
Thus spoke Pengoloð,	quentë Quengoldo 
speak Quenya,	queta Quenya 
speaks Quenya,	quetë Quenya 
they still say,	quetir en 
suppose he came (he did not) then I came,	quīlas tūleste san inye tūle 
whenever I arrive at his house come to get to he is out,	quiquië menin coaryanna arsë 
I suppose so I don’t know,	quistanyes: lá istan 
if he had not come] it was well to me (I was glad),	quí(ta) la tuldes nánë márië (nin) 
on wings like stars,	rámainen elvië 
the wings shining,	rámar sisílala 
the storm mumbling,	raumo nurrua 
in her cold bosom,	ringa súmaryassë 
the horses of the Rohirrim are good (are they not lit. is it true),	roccor i Erulingaron márë nár (ma naitë)? 
a horn coming from Orome,	róma Oromëo 
Orome’s horn,	róma Oroméva 
upon crumbling hills,	ruxal’ ambonnar 
that maiden like a snowdrop,	sana wendë nieninquëa 
There stood Gandalf Aragorn Eomer and Imrahil in grey in silver and black in green and white and in blue and also Gimli in white,	sanomë tarnë Olórin Aracorno Eomer Imrahil mi mísë mi telepta yo morna mi laiqua yo ninquë mi luinë ta Gimli mi lossëa 
I believe that E[lessar] really existed and that he was a King of Gondor,	savin Elessar ar i nánë aran Ondórëo 
I believe the words of A[ragorn,	savin Elessarno quetië 
I believe that the words of A[ragorn] are true,	savin i Elessarno quetië naitë 
he [A] struck him [B] and he [B] fled,	se — hye — hye — 
now and at the hour of our death: Amen,	sí ar lúmessë ya firuvammë: násië 
who now shall refill the cup for me?,	sí man i yulma nin enquantuva? 
now who the cup for me will refill?,	sí man i yulma nin enquantuva?² 
a Grey Elf’s,	Sinda Eldō 
Grey Elves,	Sindar Eldar 
Grey Elves,	Sindar Eldaron 
Grey are the Elves of Beleriand,	Sindar i Eldar Malariando 
In this place will I abide and my heirs unto the ending of the world,	sinomë maruvan ar Hildinyar tenn’ Ambar-metta 
thus Pengoloð said to Elendil,	sin quentë Quendingoldo Elendilenna 
now lost lost to those from the east is Valimar!,	sí vanwa ná Rómello vanwa Valimar! 
now lost is [to one] from the East lost Valimar!,	sí vanwa ná Rómello vanwa Valimar!² 
as we forgive those who trespass against us,	sív’ emmë apsenet tien i úcarir emmen 
with feet like the music of falling leaves,	táli lantalasselingië 
so good,	ta mára 
as it was [in] the [beginning]...,	tambë engë i et... 
I saw a few elves there,	tas cennen nótimë eldali 
he will send it to me,	tultauvas sa nin 
the mast from some ship of some ship,	tyulma ciryo 
the mast of the ship,	tyulma i ciryo 
I do not make,	uan carë 
I am not making,	uan cára 
I did not make,	uan carnë 
I am not going to make,	uan caruva 
without the light,	ú calo 
without the light,	ú calmo 
I do not make,	uin carë 
rain (unwelcome) is coming threatens,	ulo úva 
I have a feeling that winter will be bad (this year),	umbë nin i hríve nauva urra (si loa) 
the abyss yawning,	undumë hácala 
the abyss moving,	undumë rúma 
on the contrary for if one turned the face westward as was usual,	úsië an cé mo quernë cendelë númenna ve senya 
The day has come!,	utúlie’n aurë 
he is not to do it (now or ever); in any case (whatever may be said desired or may occur to the contrary) he is not to do this,	vá caris i 
we will not (make war),	vá caruvalwë (ohta) 
Valar and Maiar cloaked their true-being in veils like to Elvish bodies and raiment,	Valar ar Maiar fantaner nassentar fanainen ve quenderinwe coar ar larmar 
the will of the Valar will be done,	Valar valuvar 
you are not to eat my bread you shan’t eat my bread,	vá matuvatyë mastanya 
I am not coming (I say),	vá ménanyë 
I won’t come with you,	vá meninyë ó le 
I will not (do not intend) to make,	ván caruva 
This oath shall stand in memory of the glory of the Land of the Star,	vanda sina termaruva Elenna·nóreo alcar enyalien 
I and those with me are against it,	ványë ar válmë 
Varda the lofty Varda in her sublimity,	Varda Aratarya 
I won’t come,	vá tuluvanyë 
he is not to come he shan’t come,	vá tuluvásë 
a corpse-candle,	ve loicolícuma 
like gulls wailing,	ve maiwi yaimië 
I married joined to him her,	veryanen senna 
like leaves of forests,	ve tauri lillassië 
vague as a butterfly,	wilwarin wilwa 
the foam blowing,	winga hlápula 
when winter comes arrives is with us it is cold,	yá hríve menë ringa ná 
to whom the air gives kisses,	yan i wilyar antar miquelis 
wherein the stars tremble,	yassen tintilar i eleni 
in which twinkle the stars,	yassen tintilar i eleni² 
from whom you received him,	yello camnelyes 
what a blessing what a good thing!,	yé mána (ma) 
long years numberless as the wings of trees,	yéni únótimë ve rámar aldaron 
long-years not-countable as trees’ wings,	yéni únótimë ve aldaron rámar 
the years have passed like swift draughts,	yéni ve lintë yuldar avánier 
years have passed away like swift draughts,	yéni avánier ve lintë yuldar 
to whom you sent him,	yenna leltanelyes 
fishes etc. *aquatic animals,	yuluiti cuimar 
